Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
baguette express,57,57,140,74.3,0.00,https://vandemoortele.com/fr-be/produit/demi-baguette-express-pain-cuit-precoupe-130g,0,0,0.00,0.03,61800000,"[65,54,65,54,100,42,35,42,42,54,100,42]",1583741193,"Local pack, Image pack, Reviews, Video, Image, Video Carousel"
pâtisserie américaine,36,36,140,79.79,0.00,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,0.09,2590000,"[15,19,29,29,15,23,23,23,23,23,29,100]",1583129944,"Local pack, Image pack, Reviews, Video Carousel"
opéra café,23,23,140,77.09,0.58,https://vandemoortele.com/fr-fr/product/opera-cafe-chocolat-la-patisserie-du-chefr,0,0,0.00,0.01,18400000,"[82,100,82,53,100,100,41,82,100,100,53,65]",1584386943,"Local pack, Site links, Reviews, Image, Video Carousel"
pdg solvay,62,62,140,87.29,0.00,https://vandemoortele.com/fr-fr/article/un-etudiant-dexception-passera-une-journee-avec-notre-pdg-jules-noten,0,0,0.00,0,81900,"[15,15,15,13,13,15,7,10,13,13,15,100]",1584185199,"Knowledge panel, Top stories, Image pack, Video, Video Carousel"
viennoiserie chocolat,56,56,140,81.35,0.00,https://vandemoortele.com/fr-fr/taxonomy/term/581,0,0,0.00,0.05,17900000,"[42,54,35,42,65,54,65,54,100,65,54,65]",1584398455,"Image pack, Reviews, Image, Video Carousel"
gateau surgelé,87,0,140,82.58,0.84,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,0.97,1640000,"[52,52,67,81,52,67,81,67,81,100,81,52]",1585578153,"Image pack, Site links, Video, Image, Video Carousel"
st auvent,11,11,140,76.43,0.00,https://vandemoortele.com/fr-fr/brand/st-auventr,6,0.12,0.00,0,1490000,"[65,65,65,100,82,82,82,82,82,65,53,65]",1584889130,"Knowledge panel, Image pack, Site links, Video Carousel, FAQ"
creme 35,90,90,140,79.11,0.00,https://vandemoortele.com/fr-fr/product/creme-florexcel-classique-uht-35-mg-1l,0,0,0.00,0.94,292000000,"[22,34,28,44,28,34,44,44,66,66,100,53]",1585087345,"Knowledge panel, Image pack, Image, Shopping ads, Video Carousel"
ciabatta sandwich,46,46,140,77.76,0.00,https://vandemoortele.com/fr-fr/product/ciabatta-sandwich-farine-banquet-dorr,0,0,0.00,0.02,18200000,"[65,82,65,65,100,100,82,100,100,82,65,100]",1584770233,"Image pack, Image, Video Carousel"
extra virgin olive oil,91,91,140,76.39,0.28,https://vandemoortele.com/en/margarines-culinary-oils-fats/oils/beloliver-extra-virgin-olive-oil,0,0,0.00,0.99,85400000,"[65,82,65,65,65,82,100,82,82,100,82,100]",1585249189,"Knowledge panel, Image pack, Site links, Shopping ads, FAQ"
produit pour patisserie,47,47,140,76.52,0.18,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,1,11200000,"[65,54,54,42,35,19,54,35,54,100,100,42]",1585310325,"Local pack, Image pack, Site links, Featured snippet, AdWords top"
pizza froide,18,18,140,77.76,0.90,https://vandemoortele.com/fr-fr/recipe/pizza-froide-litalienne,0,0,0.00,0.02,5500000,"[22,22,34,34,44,81,100,53,34,34,34,44]",1583694206,"Image pack, Reviews, Image, Video Carousel"
sandwich americain recette,62,62,140,85.74,0.00,https://vandemoortele.com/fr-be/recipe/mini-sandwich-lamericain-prepare,0,0,0.00,0.01,856000,"[43,43,67,67,81,81,81,81,67,100,81,33]",1584025860,"Image pack, Reviews, Image, Video Carousel"
boulanger belgique,24,24,140,80.31,0.00,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,0.01,14700000,"[43,67,43,52,81,67,52,81,81,100,81,67]",1583482615,"Knowledge panel, Video Carousel"
sandwich and snack show,84,84,140,64.93,0.00,https://vandemoortele.com/fr-fr/article/sandwich-snack-show-2019,0,0,0.00,0,145000000,"[24,44,100,54,8,8,8,7,5,12,12,12]",1583093820,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
laboratoire chatillon reims,48,48,140,80.91,0.00,https://vandemoortele.com/fr-fr/nous-contacter,0,0,0.00,0,98,"[33,52,67,52,43,43,67,81,52,43,67,100]",1584505792,"Knowledge panel, Image pack, FAQ"
rustique au four,88,88,140,83.14,0.00,https://vandemoortele.com/fr-fr/product/mini-perenes-rustique,0,0,0.00,0,6370000,"[82,65,53,65,53,53,82,82,82,100,100,100]",1585322297,"Image pack, Image, Video Carousel"
muffin noisette chocolat,51,51,140,84.91,0.00,https://vandemoortele.com/fr-fr/produit/muffin-vanille-fourre-chocolat-noisette-my-original-muffins,0,0,0.00,0.03,386000,"[67,67,81,81,33,19,43,81,100,81,52,52]",1585375340,"Image, Video Carousel"
tarte à l avocat,85,85,140,74.55,0.00,https://vandemoortele.com/fr-be/recipe/tarte-lavocat,0,0,0.00,0.01,3410000,"[52,67,81,52,67,52,52,43,100,67,43,43]",1583316003,"Image pack, Reviews, Image, Video Carousel"
beurre feuilletage,37,37,140,79.72,0.34,https://vandemoortele.com/fr-fr/product/st-allery-premiumr-feuilletage,0,0,0.00,0.99,179000,"[23,23,28,44,13,13,13,28,44,44,44,100]",1584399510,"Image pack, Reviews, Video, Featured snippet, Image, Shopping ads, Video Carousel"
croissant abricot,37,37,140,81.62,0.00,https://vandemoortele.com/fr-fr/product/croissant-aux-abricots,0,0,0.00,0,290000,"[52,67,52,67,81,100,100,67,81,67,52,81]",1585123459,"Knowledge panel, Image pack, Image, Video Carousel"
grossiste en boulangerie,10,10,140,61.8,0.75,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,4,0.08,3.00,0.11,2400000,"[43,33,43,43,52,100,52,52,81,81,81,52]",1585497874,"Local pack, Image pack, Site links"
une demi baguette,89,89,140,76.31,0.00,https://vandemoortele.com/fr-be/product/demi-baguette-115-g,0,0,0.00,0.1,15800000,"[64,79,79,100,79,79,100,79,100,100,100,100]",1584903803,"Image pack, Image, Video Carousel"
une demi baguette,88,88,140,76.31,0.00,https://vandemoortele.com/fr-be/artikel/demi-baguette-130g,0,0,0.00,0.1,15800000,"[64,79,79,100,79,79,100,79,100,100,100,100]",1584903803,"Image pack, Image, Video Carousel"
huile de colza pour friture,59,59,140,82.59,0.00,https://vandemoortele.com/fr-be/product/vandemoorteler-huile-pour-friture-moins-dodeurs,0,0,0.00,0.03,129000,"[52,81,100,67,43,43,67,52,52,52,67,81]",1584709341,"Image pack, Reviews, Image, Video Carousel, People also ask"
apple crumble cake,91,91,140,67.81,0.00,https://vandemoortele.com/en-is/product/apple-crumble-cake,0,0,0.00,0.01,19700000,"[34,34,100,28,34,22,13,16,53,53,53,44]",1583137248,"Image pack, Reviews, Image, Video Carousel"
macaron patisserie,32,32,140,76.95,0.00,https://vandemoortele.com/fr-fr/product/macaron-framboises-la-patisserie-du-chefr,0,0,0.00,0.6,5880000,"[35,42,42,42,35,42,54,42,100,54,65,65]",1585112361,"Local pack, Image pack, Site links, Video, Image, Video Carousel"
tourage croissant,28,28,140,65.69,0.00,https://vandemoortele.com/fr-fr/product/st-auventr-1030-pour-tourage-toutes-ambiances-de-travail,0,0,0.00,0.02,29300,"[52,52,67,52,67,52,52,52,81,81,100,81]",1583263263,"Image pack, Site links, Reviews, Video, Image, Video Carousel"
patisserie belge,28,28,140,78.74,0.00,https://vandemoortele.com/fr-be/nos-marques/la-patisserie-du-chefr,0,0,0.00,0.01,2990000,"[23,23,19,15,23,19,19,35,29,100,35,35]",1583114952,"Local pack, Image pack, Site links, Reviews, Image, Video Carousel"
blanchir ris de veau,43,43,140,84.55,0.00,https://vandemoortele.com/fr-be/recette/ris-de-veau-frais,0,0,0.00,0,52700,"[19,19,24,19,12,8,8,12,19,24,100,29]",1585386488,"Image, Video Carousel"
croissant aux abricots,30,30,140,83.34,0.00,https://vandemoortele.com/fr-fr/product/croissant-aux-abricots,0,0,0.00,0,454000,"[65,82,65,82,82,100,100,65,100,100,65,100]",1585184333,"Knowledge panel, Image, Video Carousel"
mayonnaise belge,49,49,140,80.93,0.00,https://vandemoortele.com/fr-be/product/vandemoorteler-mayonnaise-1-l-vleminckx,0,0,0.00,0.81,202000,"[52,43,52,67,81,67,100,81,67,81,67,67]",1583569206,"Image pack, Reviews, Featured snippet, Image, Shopping ads, Video Carousel"
courbe or,62,62,140,76.22,1.37,https://vandemoortele.com/fr-fr/product/croissant-courbe-70g-reflets-de-gelfinorr,0,0,0.00,0.05,16000000,"[54,27,35,27,27,42,42,65,81,100,42,54]",1583630739,"Image pack, Site links, Reviews"
vandemoortele arras,1,1,140,80.17,0.00,https://vandemoortele.com/fr-be/contactez-nous,112,2.34,0.00,0,82,"[42,42,65,81,54,42,27,27,27,42,65,100]",1583370413,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
vandemoortele arras,2,2,140,80.17,0.00,https://vandemoortele.com/fr-be,3,0.06,0.00,0,82,"[42,42,65,81,54,42,27,27,27,42,65,100]",1583370413,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
vandemoortele athies,3,3,140,81.99,0.00,https://vandemoortele.com/fr-be/contactez-nous,12,0.25,0.00,0,75,"[67,67,52,52,67,81,81,81,100,67,52,100]",1583520714,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
croissant sucré,33,33,140,74.66,0.00,https://vandemoortele.com/fr-be/product/croissant-au-sucre,0,0,0.00,0,7480000,"[42,54,65,54,54,65,65,100,54,54,42,65]",1583211664,"Instant answer, Image pack, Reviews, Image, Video Carousel"
rabarber,46,46,140,80.89,0.00,https://vandemoortele.com/fr-be/node/11471,0,0,0.00,0,2540000,"[22,22,28,53,100,66,81,81,44,28,28,28]",1583565883,"Knowledge panel, Site links, Reviews, Image, Video Carousel"
salon du sandwich,69,69,140,70.89,0.00,https://vandemoortele.com/fr-fr/article/sandwich-snack-show-2018,0,0,0.00,0,105000000,"[24,100,66,8,5,3,2,8,8,7,12,24]",1585180944,"Site links, Video Carousel"
notre société,23,23,140,72.35,0.00,https://vandemoortele.com/fr-fr/notre-societe,0,0,0.00,0,689000000,"[82,53,65,82,82,65,53,41,100,100,100,82]",1584062418,Video Carousel
produit de patisserie pour particulier,77,77,140,70.68,0.17,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,1,4080000,"[67,67,33,67,43,43,67,52,100,81,100,43]",1584904185,"Image pack, Site links"
farine crc,41,41,140,59.64,0.00,https://vandemoortele.com/fr-fr/article/les-pains-perenes-au-salon-de-lagriculture,0,0,0.00,0.01,112000,"[100,100,100,100,79,79,100,79,100,100,100,64]",1583470702,
muffin cannelle,79,79,140,85.38,0.00,https://vandemoortele.com/fr-be/produit/muffin-pomme-canelle-fourre-au-caramel,0,0,0.00,0,635000,"[35,54,42,35,35,27,42,42,81,100,100,65]",1584577461,"Image pack, Reviews, Image, Video Carousel"
mascarpone cream cheese,59,59,140,78.71,0.00,https://vandemoortele.com/en/bakery-products/pastry/cream-cheese-and-mascarpone-crown,0,0,0.00,0,106000000,"[42,65,65,100,35,35,35,35,65,65,65,42]",1584162472,"Image pack, Reviews, Image, Video Carousel"
snack burger,25,25,140,88.83,0.92,https://vandemoortele.com/fr-fr/produit/sauce-snack-risso-bourgy-burger-1l,0,0,0.00,0.01,0,"[100,82,82,65,100,82,82,100,82,100,100,100]",1583297706,"Local pack, Image pack, Reviews, Video Carousel"
patisserie foret noire,90,90,140,76.73,0.00,https://vandemoortele.com/fr-fr/product/foret-noire-la-patisserie-du-chefr,0,0,0.00,0,184000,"[35,42,27,54,54,54,42,54,65,81,100,65]",1584449922,"Local pack, Image pack, Reviews, Image, Video Carousel"
usine belgique,80,80,140,76.38,0.04,https://vandemoortele.com/fr-fr/notre-histoire,0,0,0.00,0.03,30300000,"[33,33,52,43,100,67,43,67,81,81,67,81]",1584325027,"Local pack, Image pack, Reviews, Video, Video Carousel"
triangle au amande,48,48,140,83.15,0.00,https://vandemoortele.com/fr-fr/product/triangle-aux-amandes-cuisson-directe,0,0,0.00,0,1170000,"[28,18,23,28,100,67,13,23,23,36,28,36]",1583709441,"Knowledge panel, Reviews, Image, Video Carousel"
brownie pépite de chocolat,58,58,140,83.64,1.47,https://vandemoortele.com/fr-be/produit/brownie-aux-pepites-de-chocolat,0,0,0.00,0.06,1010000,"[27,54,65,27,27,35,65,81,27,100,100,27]",1583400363,"Image pack, Reviews, Image, Video Carousel"
hannibal sauce,18,18,140,76.77,0.00,https://vandemoortele.com/fr-fr/produit/sauce-snack-risso-hannibal-1l,0,0,0.00,0.01,1750000,"[41,53,53,53,53,82,82,82,100,82,100,82]",1584918236,"Knowledge panel, Image, Video Carousel"
marque de donuts,39,39,140,78.58,0.00,https://vandemoortele.com/fr-fr/brand/my-originalsr,0,0,0.00,0.43,10500000,"[42,27,42,19,19,100,100,81,54,42,42,27]",1583551415,"Image pack, Site links, Reviews, Featured snippet, Image"
filet de faisan,82,82,140,81.92,0.00,https://vandemoortele.com/fr-be/recette/faisan-fine-champagne,0,0,0.00,0.05,244000,"[23,13,13,18,10,8,10,23,44,67,100,54]",1584314022,"Image pack, Reviews, Image, Video Carousel"
sauce belge,92,92,140,64.92,0.00,https://vandemoortele.com/fr-be/nos-produits/margarines-huiles-graisses-sauces/sauces,0,0,0.00,0.02,0,"[65,53,82,82,82,65,100,82,82,100,82,82]",1583290877,"Image pack, Reviews, Featured snippet, Image, Video Carousel"
mousse rhubarbe,60,60,140,85.63,0.00,https://vandemoortele.com/fr-be/product/mousse-fraises-rhubarbe-cup,0,0,0.00,0,537000,"[5,5,12,44,100,54,29,19,8,7,7,8]",1583727175,"Image pack, Reviews, Image, Video Carousel"
pure gold,26,26,140,78.61,0.00,https://vandemoortele.com/fr-fr/product/bakers-pure-gold-le-subtil-melange-dhuiles-de-graisses-vegetales-et-de-beurre-concentre,0,0,0.00,0.72,988000000,"[53,65,82,65,65,65,82,82,100,82,82,100]",1585231365,"Local pack, Image pack, Site links, Video Carousel"
plaque d or,43,43,140,84.21,0.52,https://vandemoortele.com/fr-fr/product/plaque-pate-feuilletee-beurre-28mm-banquet-dorr,0,0,0.00,0.99,228000000,"[43,52,67,52,52,67,67,81,81,100,100,100]",1585361649,"Knowledge panel, Local pack, Image pack, Site links, Shopping ads"
noisette caramel,57,57,140,77.9,0.00,https://vandemoortele.com/fr-be/produit/gateau-au-caramel-noisette,0,0,0.00,0.05,7730000,"[23,29,19,19,10,8,10,35,44,54,100,29]",1584159324,"Image pack, Reviews, Image, Video Carousel"
chocolate pie,66,66,140,69.28,0.00,https://vandemoortele.com/en-fi/product/day-night-chocolate-pie,0,0,0.00,0.13,702000000,"[43,33,52,43,43,52,81,52,100,81,67,67]",1584237981,"Knowledge panel, Image pack, Reviews, Image, Video Carousel"
patisserie haut de gamme,33,33,140,77.6,0.25,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,0.26,457000,"[43,43,43,43,43,43,43,81,100,81,81,100]",1584619640,"Local pack, Image pack, Site links, Reviews, Video Carousel"
chocopie,86,86,140,77.46,0.00,https://vandemoortele.com/en-is/product/red-fruit-choco-pie,0,0,0.00,0.28,2270000,"[82,65,82,65,65,82,82,100,82,100,100,100]",1583894376,"Knowledge panel, Reviews, Image, Video Carousel"
vandemoortele bakery products france,1,1,140,81.25,0.00,https://vandemoortele.com/fr-fr/article/nouveau-catalogue-vandemoortele-bakery-products-france-2018,112,2.34,0.00,0,78,"[65,65,82,65,82,65,41,100,100,82,82,100]",1584802943,"Local pack, Image pack, Site links"
vandemoortele bakery products france,2,2,140,81.25,0.00,https://vandemoortele.com/fr-fr,3,0.06,0.00,0,78,"[65,65,82,65,82,65,41,100,100,82,82,100]",1584802943,"Local pack, Image pack, Site links"
vandemoortele bakery products france,3,3,140,81.25,0.00,https://vandemoortele.com/fr-fr/taxonomy/term/577,2,0.04,0.00,0,78,"[65,65,82,65,82,65,41,100,100,82,82,100]",1584802943,"Local pack, Image pack, Site links"
patisserie surgelée haut de gamme,12,12,140,67.94,0.90,https://vandemoortele.com/fr-fr/nos-produits,1,0.02,1.00,0.45,2770000,"[100,65,100,100,100,65,65,65,100,100,100,82]",1583250069,"Image pack, Site links, Reviews"
patisserie surgelée haut de gamme,13,13,140,67.94,0.90,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,1,0.02,1.00,0.45,2770000,"[100,65,100,100,100,65,65,65,100,100,100,82]",1583250069,"Image pack, Site links, Reviews"
produits pour patisserie,54,54,140,73.58,0.17,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,0.97,21700000,"[27,27,35,27,54,100,100,65,65,54,54,42]",1583478398,"Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
fi europe,43,43,140,60.09,0.00,https://vandemoortele.com/fr-be/article/decouvrez-nos-alternatives-au-beurre-fi-europe,0,0,0.00,0,907000000,"[3,6,6,10,6,7,7,15,29,54,100,4]",1584788508,"Knowledge panel, Site links, Video Carousel"
apple pie american,60,60,140,81.95,0.00,https://vandemoortele.com/en-no/product/american-apple-pie,0,0,0.00,0,135000000,"[54,54,42,54,35,27,42,54,81,100,54,42]",1584842738,"Knowledge panel, Video, Image"
patisserie opéra,46,46,140,85.54,0.00,https://vandemoortele.com/fr-fr/product/opera-cafe-chocolat-la-patisserie-du-chefr,0,0,0.00,0,409000,"[54,42,42,65,54,54,65,42,65,54,65,100]",1583883384,"Local pack, Image pack, Site links, Reviews, Image, Video Carousel"
mini pain au chocolat,28,28,140,78,0.00,https://vandemoortele.com/fr-be/produit/mini-pain-au-chocolat-au-beurre,0,0,0.00,0.48,16300000,"[65,53,65,65,82,82,82,65,100,82,100,82]",1583654811,"Image pack, Reviews, Image, Video Carousel"
sandwich & snack show,57,57,110,73.03,0.00,https://vandemoortele.com/fr-fr/article/sandwich-snack-show-2018,0,0,0.00,0,217000000,"[23,35,100,54,8,6,8,8,10,15,15,15]",1583908662,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
sustainability report,79,79,110,65.22,3.28,https://vandemoortele.com/en/article/2018-sustainability-report,0,0,0.00,0.07,370000000,"[53,53,53,41,53,41,24,65,82,100,82,82]",1584784748,"Knowledge panel, Site links, People also ask"
pain pistolet,54,54,110,67,0.00,https://vandemoortele.com/fr-fr/product/petit-pain-pistolet,0,0,0.00,0.04,12000000,"[100,82,100,100,100,100,82,100,100,82,100,100]",1583691137,"Knowledge panel, Site links, Reviews, Image, Video Carousel"
patisserie cafe,59,59,110,84.16,0.00,https://vandemoortele.com/fr-fr/product/opera-cafe-chocolat-la-patisserie-du-chefr,0,0,0.00,0,110000000,"[33,24,43,52,43,43,43,67,67,100,100,81]",1583689011,"Local pack, Image pack, Site links, Reviews, Image, Video Carousel"
800 recettes de cuisine italienne pdf,14,14,110,64.09,0.44,http://vandemoortele.com/sites/default/files/2017-08/Lanterna_brochure_v8-FR%20%282%29.pdf,0,0,0.00,0.22,30,"[27,19,19,27,19,15,27,27,65,100,81,81]",1583195147,"Image pack, Reviews, Image"
cafe chocolat,81,81,110,79.42,0.00,https://vandemoortele.com/fr-fr/product/opera-cafe-chocolat-la-patisserie-du-chefr,0,0,0.00,0.06,110000000,"[65,65,53,65,41,65,65,82,82,100,100,65]",1584745214,"Local pack, Image pack, Reviews, Image, Video Carousel"
cuisson des amandes,58,58,110,89.35,0.00,https://vandemoortele.com/fr-fr/product/triangle-aux-amandes-cuisson-directe,0,0,0.00,0,21500000,"[44,28,28,22,28,16,22,34,22,16,22,100]",1583341807,"Reviews, Image, Video Carousel"
panavi torcé,10,10,110,87.66,0.00,https://vandemoortele.com/fr-fr/nous-contacter,3,0.06,0.00,0,90,"[64,64,79,79,64,50,79,100,100,50,50,100]",1584240209,"Knowledge panel, Image pack, Reviews"
recherche développement,65,65,110,81.96,0.00,https://vandemoortele.com/fr-fr/recherche-developpement,0,0,0.00,0,273000000,"[82,65,82,65,65,65,29,29,82,65,100,65]",1583323140,"Instant answer, Knowledge panel, Site links"
identité d entreprise,51,51,110,68.42,0.00,https://vandemoortele.com/fr-fr/article/vandemoortele-lance-une-nouvelle-identite-dentreprise,0,0,0.00,0.03,107000000,"[100,82,82,65,82,82,53,41,65,41,41,29]",1583211645,"Knowledge panel, Image pack, Featured snippet, People also ask"
panalog meaux,32,32,110,83.8,0.00,https://vandemoortele.com/fr-be/contactez-nous,0,0,0.00,0,86,"[65,41,65,100,65,53,41,53,53,65,82,65]",1585040677,"Knowledge panel, Image pack"
muffin a la vanille,32,32,110,84.28,0.00,https://vandemoortele.com/fr-be/produit/muffin-la-vanille,0,0,0.00,0.01,4620000,"[64,100,64,79,64,64,50,64,100,100,79,64]",1584498483,"Image pack, Reviews, Image, Video Carousel"
mini croissant sucré,79,79,110,76.63,0.00,https://vandemoortele.com/fr-be/product/mixed-box-mini-croissants-fourres,0,0,0.00,0,2990000,"[82,53,82,65,100,53,41,53,53,82,65,82]",1583172589,"Image pack, Reviews, Image, Video Carousel"
brownie au pepite de chocolat,43,43,110,83.85,0.00,https://vandemoortele.com/fr-be/produit/brownie-aux-pepites-de-chocolat,0,0,0.00,0.02,226000,"[79,79,79,100,50,79,79,79,79,79,64,79]",1584627431,"Image, Video Carousel"
muffin au cacao,98,98,110,81.67,0.00,https://vandemoortele.com/fr-be/produit/muffin-la-vanille-fourre-au-cacao-noisette,0,0,0.00,0,17800000,"[79,79,100,79,79,50,50,64,64,100,100,50]",1583839392,"Reviews, Image, Video Carousel"
dome au citron,74,74,110,66.28,0.00,https://vandemoortele.com/fr-be/product/dome-citron-coeur-fraise-des-bois,0,0,0.00,0.02,2590000,"[23,18,100,28,18,13,13,18,23,23,36,67]",1583109162,"Image pack, Reviews, Image, Video Carousel"
identité d une entreprise,76,76,110,71.98,0.00,https://vandemoortele.com/fr-fr/article/vandemoortele-lance-une-nouvelle-identite-dentreprise,0,0,0.00,0,117000000,"[82,82,65,65,65,65,24,24,82,100,100,82]",1584045247,"Knowledge panel, Image pack, Reviews, Featured snippet, People also ask"
frites à la graisse de boeuf,87,87,110,81.06,0.15,https://vandemoortele.com/fr-fr/product/ossewitr-blanc-de-boeuf-25-kg,0,0,0.00,0.66,378000,"[65,53,65,65,53,65,100,65,65,65,53,82]",1584349223,"Image pack, Reviews, Image, Shopping ads, Video Carousel, People also ask"
décongeler une baguette,44,44,110,79.85,0.14,https://vandemoortele.com/fr-fr/product/baguette-duchesse,0,0,0.00,0.02,0,"[82,53,65,53,82,65,82,65,53,53,82,100]",1583288930,"Reviews, Video, Featured snippet, Image, People also ask"
patisserie grasse,89,89,110,88.77,0.00,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,0.01,1820000,"[82,53,65,53,65,53,82,65,82,65,100,53]",1585410867,"Local pack, Image pack, Site links"
torsade viennoiserie,28,28,110,77.37,0.00,https://vandemoortele.com/fr-fr/article/la-torsade-feuilletee-partager-ou-pas,0,0,0.00,0,80200,"[43,52,33,33,24,43,43,52,81,100,81,67]",1585270880,"Image pack, Image, Video Carousel"
cuisson croissant surgelé,76,76,110,74.91,1.07,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,0.11,38800,"[41,41,41,29,24,53,82,53,100,82,100,65]",1584169773,"Reviews, Featured snippet, Image, Video Carousel, People also ask"
norme brc,90,90,110,59.27,0.74,https://vandemoortele.com/fr-fr/local-page/securite-alimentaire,0,0,0.00,0.11,221000,"[82,82,65,82,65,65,29,82,82,65,65,100]",1584250806,"Image pack, Featured snippet, Video Carousel"
l italienne pizza,48,48,110,76.32,0.46,https://vandemoortele.com/fr-fr/recipe/pizza-froide-litalienne,0,0,0.00,0.03,44000000,"[33,33,24,43,52,67,43,33,52,67,52,100]",1584198223,"Local pack, Image pack, Reviews, Image, Video Carousel"
cafe patisserie,71,71,110,86.84,0.00,https://vandemoortele.com/fr-fr/product/opera-cafe-chocolat-la-patisserie-du-chefr,0,0,0.00,0,109000000,"[41,41,65,53,41,41,65,100,100,100,82,65]",1584482974,"Local pack, Image pack, Site links, Reviews, Image, Video Carousel"
suiker,91,91,110,71.5,0.00,https://vandemoortele.com/fr-be/node/15481,0,0,0.00,0,10600000,"[65,53,65,41,53,100,82,65,53,53,65,65]",1584895410,"Instant answer, Image pack, Video Carousel"
cuisson de la pâte feuilletée,94,94,110,84.29,0.35,https://vandemoortele.com/fr-fr/product/plaque-pate-feuilletee-beurre-28mm-banquet-dorr,0,0,0.00,0.03,1630000,"[100,43,43,52,52,43,24,33,43,52,81,100]",1583661627,"Reviews, Video, Image, Video Carousel"
américain préparé,75,75,110,79.3,0.00,https://vandemoortele.com/fr-be/recipe/mini-sandwich-lamericain-prepare,0,0,0.00,0.02,6520000,"[43,52,52,43,43,81,100,52,67,67,81,52]",1584929362,"Image pack, Image, Video Carousel"
margarine à feuilletage,22,22,110,71.17,0.00,https://vandemoortele.com/fr-fr/product/gold-cup-saveurr-feuilletage,0,0,0.00,0.76,28500,"[22,16,16,34,22,16,13,22,28,53,66,100]",1584160251,"Image pack, Reviews, Featured snippet, Image, Shopping ads, Video Carousel"
temps cuisson pate feuilletée,67,67,110,81,0.38,https://vandemoortele.com/fr-fr/product/plaque-pate-feuilletee-25mm-banquet-dorr,0,0,0.00,0.01,0,"[100,79,64,64,79,64,50,79,50,79,100,100]",1583281069,"Reviews, Image, Video Carousel"
composition de la margarine,87,87,110,81.44,1.57,https://vandemoortele.com/sites/default/files/2017-05/Grondstoffenfolder_2017_FR-LR_Spread_v2_0.pdf,0,0,0.00,0.06,3090000,"[65,65,65,65,53,29,53,82,82,65,82,100]",1585148352,"Image pack, Site links, Featured snippet, Video Carousel, People also ask"
la baguette parisienne,78,78,110,80.04,1.08,https://vandemoortele.com/fr-be/artikel/baguette-parisienne-350g,0,0,0.00,0.11,0,"[100,79,79,100,100,79,100,64,100,100,79,100]",1583298638,"Knowledge panel, Image pack, Site links, Reviews, Image, AdWords top, Video Carousel"
produits de boulangerie,6,6,110,67.14,0.20,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,5,0.1,1.00,0.56,42000000,"[100,79,64,79,79,64,79,64,100,100,100,79]",1583750074,"Image pack, Site links, Reviews"
receita de pastel de nata,64,64,110,79.35,0.00,https://vandemoortele.com/pt-pt/receita/pastel-de-nata,0,0,0.00,0.01,561000,"[67,67,100,67,67,52,43,33,43,52,52,81]",1583694156,"Image pack, Reviews, Video, Image"
delice du chef,63,63,110,79.48,0.00,https://vandemoortele.com/fr-fr/product/delice-aux-3-fruits-rouges-la-patisserie-du-chefr,0,0,0.00,0.04,7230000,"[53,82,82,100,53,53,53,53,53,65,65,65]",1584075251,"Knowledge panel, Image pack, Site links, Reviews, Image, Video Carousel"
décongeler baguette,43,43,110,84.24,0.04,https://vandemoortele.com/fr-fr/product/baguette-duchesse,0,0,0.00,0.04,107000,"[0,0,0,0,81,81,67,81,67,81,100,100]",1585036989,"Video, Featured snippet, Image, People also ask"
mini beurre,41,41,110,77.81,0.35,https://vandemoortele.com/fr-be/produit/mini-pain-au-raisins-au-beurre,0,0,0.00,0.71,31400000,"[53,53,41,53,65,53,65,65,65,82,100,100]",1585378873,"Image pack, Image, Video Carousel"
baton de chocolat pour pain au chocolat,88,88,110,78.85,0.21,https://vandemoortele.com/fr-be/recipe/pain-au-chocolat-lorange,0,0,0.00,0.87,824000,"[67,81,67,100,67,52,33,33,33,24,43,33]",1584569138,"Image pack, Reviews, Featured snippet, Image, Shopping ads, Video Carousel"
plat avec jambon,74,74,110,88.09,0.25,https://vandemoortele.com/fr-be/recipe/oeufs-au-plat-au-jambon-et-fromage,0,0,0.00,0.07,16700000,"[64,79,79,79,50,64,64,100,79,64,79,100]",1584705806,"Image pack, Site links, Image, Video Carousel"
