Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
solution ce fr,93,69,50,42.3,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0.31,1430000000,"[14,14,100,57,14,100,57,14,71,43,14,14]",1585523021,AdWords top
offre stage achat,68,68,40,82.82,0.13,https://www.aryztafoodsolutions.fr/offre/-/10425,0,0,0.00,0.14,21100000,"[14,100,14,29,14,14,14,57,43,29,14,14]",1585335617,"Image pack, Jobs search"
food solutions,8,12,40,63.71,3.82,https://www.aryztafoodsolutions.fr/,1,0.06,4.00,0.13,2860000000,"[56,11,11,33,11,11,33,11,11,11,11,100]",1585584315,"Local pack, Top stories, Image pack, Site links, Video Carousel"
aryzta food solutions recrutement,1,1,40,71.09,2.17,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler,32,2.13,69.00,0.2,52,"[0,0,0,0,0,0,0,0,0,0,0,100]",1583597701,"Image pack, Reviews, Jobs search"
aryzta food solutions recrutement,2,2,40,71.09,2.17,https://www.aryztafoodsolutions.fr/nous-rejoindre/offres-d-emploi,1,0.06,2.00,0.2,52,"[0,0,0,0,0,0,0,0,0,0,0,100]",1583597701,"Image pack, Reviews, Jobs search"
starbucks lille recrutement,41,41,40,82.21,0.17,https://www.aryztafoodsolutions.fr/,0,0,0.00,0.11,68,"[11,100,11,11,22,11,11,11,22,11,11,11]",1585248421,"Image pack, Jobs search"
france distribution ferrieres en brie,30,30,40,82.22,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,97,"[75,75,25,100,25,25,50,25,75,25,25,25]",1584278358,"Knowledge panel, Image pack, Reviews"
compte eshop,30,30,40,90.03,0.00,https://www.aryztafoodsolutions.fr/Shop,0,0,0.00,0.01,1890000,"[14,43,14,100,14,29,29,14,14,14,29,14]",1583760809,"Image pack, Reviews"
coup de pates traiteur,2,2,40,69.77,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,1,0.06,0.00,0.13,1010000,"[20,20,20,20,80,20,20,80,40,20,20,100]",1585213092,"Knowledge panel, Image pack, Site links, Image"
coup de pates recrutement,9,9,40,75.11,0.18,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0.06,99,"[14,5,5,10,5,10,10,33,10,52,5,100]",1584310167,"Image pack, Reviews, Jobs search"
catalogue hubert,14,14,40,60.37,0.00,https://www.aryztafoodsolutions.fr/marques/La-Carte-d-Hubert,0,0,0.00,0.02,10200000,"[100,33,11,11,22,22,22,11,78,11,11,44]",1583122774,"Image pack, Reviews"
otis france recrutement,48,48,40,80.91,0.10,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler,0,0,0.00,0.14,99600,"[33,67,33,67,33,33,33,100,67,33,33,33]",1585371808,"Image pack, Jobs search, Video Carousel"
aryzta address,1,1,40,51.03,0.00,https://www.aryztafoodsolutions.fr/,32,2.13,0.00,0,347000,"[0,0,0,0,0,40,20,20,0,0,0,100]",1583090077,"Local pack, Site links, Reviews"
aryzta address,2,2,40,51.03,0.00,https://www.aryztafoodsolutions.fr/contact,1,0.06,0.00,0,347000,"[0,0,0,0,0,40,20,20,0,0,0,100]",1583090077,"Local pack, Site links, Reviews"
france distribution ferriere en brie,18,18,40,82.78,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,0,"[14,14,14,14,14,0,14,71,100,14,14,0]",1583209667,"Knowledge panel, Image pack, Reviews"
acheteur stage,72,72,40,81.58,0.00,https://www.aryztafoodsolutions.fr/offre/-/10425,0,0,0.00,0.06,4380000,"[40,80,20,20,20,100,20,40,20,20,100,20]",1585058453,"Image pack, Jobs search, FAQ"
drh otis,37,37,40,83.13,0.00,https://www.aryztafoodsolutions.fr/offre/-/10964,0,0,0.00,0.04,136000,"[33,33,33,33,33,67,33,33,100,33,0,33]",1585483179,"Image pack, Video"
de pate,68,68,40,77.9,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0.02,0,"[20,100,20,40,20,20,40,40,60,20,20,20]",1583127512,"Knowledge panel, Local pack, Site links, Reviews, Image, Video Carousel"
coupe pâte boulanger,47,47,40,74.98,0.30,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,1,6480000,"[14,14,100,29,14,43,43,43,14,14,14,29]",1584295415,"Image pack, Site links, Reviews, Image, Shopping ads, Video Carousel"
darbe yemek,53,53,40,81.33,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0,278000000,"[20,100,0,0,0,0,0,0,20,20,80,0]",1583850477,"Image pack, Site links, Reviews"
starbucks recrutement lille,54,54,40,81.93,0.08,https://www.aryztafoodsolutions.fr/,0,0,0.00,0.11,86,"[14,14,71,43,14,14,14,14,100,43,29,14]",1584770329,"Image pack, Image, Jobs search"
ferrieres belgique carte,52,52,40,82.2,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,71,"[20,20,40,40,20,20,20,20,20,60,100,20]",1585278216,"Image pack, Site links, FAQ"
coup de patte traiteur,2,2,40,79.43,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,1,0.06,0.00,0.06,78200,"[33,33,33,100,33,33,33,33,33,33,100,33]",1584581277,"Knowledge panel, Image pack, Site links, Reviews, Image"
